DSO,Rank,Month
100063843170000789,18,
100006470170001451,11,
100006055170001022,5,
100064106170002451,5,
100064106170002455,31000,202509
100007001170001085,13,
100007001170001093,16,
100064106170002520,33000,202509
100006525170000830,8,
100067976170000351,1000,
100060512170002406,35,
100006480170001580,5,
100064108170000793,5,
100006880170000607,1000,202509
100063653170000750,13000,202511
100006385170001561,4000,202510
100063653170000569,3000,202601
100006760170000707,10000,202510
100059896170000435,1000,202511
100006995170000460,1000,202603
100059895170000812,34,
100064106170001802,18000,202601
100061489170002669,80000,202510
100068005170001240,7,
100006159170000872,7,
100063843170000808,12,
100064127170001937,6,
100006095170001156,2000,
100060049170001270,4,
100064127170001964,6,
100007001170001097,11,
100064127170001968,7,
100060610170001068,25,202606
100006485170001007,16,
100006485170000999,7000,202511
100006135170001949,4000,202511
100060697170000673,8,
100061220170001042,37,202603
100061819170000372,15,202603
100060697170000656,13,202605
100006470170001010,11000,202509
100059896170000403,7000,202601
100059896170000395,16000,202511
100064117170001155,4000,202509
100064164170000378,7,
100006500170000828,11,202604
100062954170000673,2000,202510
100063734170001184,3,202512
100006301170000588,7,202607
100067970170000118,4000,202508
100006480170001609,1000,202603
100064204170000538,4,
100006135170002593,10,202605
100006391170000372,2,202604
100006485170001342,1,
100061115170002158,17,
100068018170000500,1000,202511
100006159170000887,2,
100059897170001692,23,
100061961170001023,4000,202601
100063904170001256,4,202604
100064117170001674,2,
100064204170000537,5000,202510
100064207170000897,1000,
100063734170001317,8,202512
100064209170000303,1000,
100060049170000878,17,202605
100067996170000336,4000,202604
100006335170001401,4,
100006435170001027,2,
100061220170001543,5,
100063742170000504,4,
100063748170001406,28,
100064113170000411,4,202602
100064212170000970,3,
100006435170000711,10000,202510
100064219170000840,21,
100064219170000822,11000,202510
100064219170000856,12,202510
100006880170000580,13,202607
100060512170002524,13000,202509
100060512170002546,2000,202602
100064100170000979,1,
100064117170000881,4,202511
100063715170000638,26,202601
100059895170000309,16000,202510
100069960170000439,4000,202509
100067962170000651,6000,202509
100064100170000614,14,202607
100064219170000925,17,202509
100063686170001635,2000,202601
100006435170000783,1000,202601
100006055170000775,14,
100061220170001180,9000,202510
100061115170001647,15,
100059895170000845,15,
100059895170000853,35,202604
100059895170000861,33,202606
100063748170001136,3000,202509
100006880170000640,9,
100006730170001045,1000,202603
100006185170000846,5,
100006385170002598,7,
100061489170003760,46000,202510
100061489170003768,58,202606
100063685170001683,12000,
100063707170001614,8,
100063795170000943,3,
100064127170001952,11,
100064230170001504,13,
100063734170001357,3000,202509
100064230170000931,8000,202510
100064106170001473,13000,202509
100064200170000642,2000,202509
100006385170001797,48,202602
100006480170001081,21,202606
100006740170000710,17000,202508
100006485170001343,4000,202510
100006135170002602,3,
100060512170002540,4000,202606
100063884170001415,4,
100063884170001423,55,
100063884170001431,47,
100064240170000383,1000,
100063748170000989,6000,202508
100006525170000564,19,202512
100064241170000543,13,
100063685170001656,5000,202601
100006055170001030,4000,
100060512170002382,86,202606
100006860170001431,1000,202603
100006860170001439,3,
100006860170001447,6,
100006391170000369,2,
100063799170000614,1000,202605
100064241170000662,2,
100068002170000033,1000,
100006280170001302,21,
100006810170000767,7,
100060049170001255,6,
100063686170002390,28000,202512
100064244170000311,8,
100064244170000319,12,
100063742170000394,11,
100006962170000116,10,202605
100006055170000693,1000,
100063755170000536,2,202601
100007001170000496,42,202511
100064111170000155,1000,202601
100061972170001155,13,
100067969170000646,6,
100063733170000900,15,
100063707170001244,7,
100067996170000409,10000,202508
100063653170000832,3000,202601
100063755170000693,7,
100061819170000440,4,202603
100006470170001108,12,
100063734170001541,12,
100067962170000857,9,
100064108170000716,3000,202511
100007001170001071,3,
100006125170002560,16,202607
100006345170000552,1,
100006999170000496,7000,202510
100060639170002654,12,
100061819170000585,2,
100063685170001688,11000,
100063686170002408,45,
100067962170001095,2,
100059279170000129,1000,202607
100006790170000171,8000,202511
100006480170001134,12,
100006159170000631,14,202609
100060610170001125,11,202608
100006260170001586,14,202603
100061961170000806,15,
100064117170001233,38,202606
100064117170001241,19,202607
100064117170001249,45,202604
100064117170001257,53,202601
100060512170001856,47,202606
100067969170000598,13,
100064217170000808,20,202606
100060643170001000,5,
100063734170001461,25,
100063663170000619,5000,202602
100064117170001297,18,
100061115170001623,38,202606
100059895170000820,30,
100067969170000614,24,
100059889170000055,1,
100064200170000719,6,
100006995170000468,16000,202509
100061115170001639,3000,202511
100060639170002301,22,202607
100063973170000558,1000,202509
100059895170000894,4,
100061115170001663,5,
100067976170000285,5,
100060739170000949,9,
100064108170000708,17000,202509
100067978170000169,4,202604
100063734170001413,9,
100059896170000411,11000,202512
100007001170000569,3000,202510
100060512170001684,106,
100063733170000852,24,202606
100006385170001885,22000,202509
100063748170001061,39,202604
100007001170000601,14,202605
100006810170000451,12,202607
100067981170000223,2,
100067978170000177,3000,202511
100064127170001436,36,202605
100064100170000690,7,
100064212170000569,8,202512
100006185170000602,14,202604
100064209170000277,9000,202509
100064230170000891,25,
100067962170000776,23,202604
100006335170001010,7000,202601
100063653170000758,87,202604
100064160170001123,5000,202510
100067996170000651,4,
100060697170000876,11,
100060610170001407,6,
100064127170001892,14,
100064127170001900,18,
100006317170001142,4,
100006280170001862,9,
100006335170001393,2,
100006480170001593,5,
100063653170001260,6,
100063795170000955,5,
100063884170001406,8000,202510
100065284170000809,1,
100067996170000673,5,
100061220170001188,2000,202601
100059895170000878,9,
100067997170000354,2000,202511
100060639170002309,5000,202603
100064245170000250,2000,
100063663170000627,23,
100063843170000636,25,
100061489170002710,22000,202601
100061489170002726,15000,202604
100068000170000201,2,
100064114170000643,4000,202602
100063755170000554,25,202609
100063733170000786,6000,202509
100006470170001000,23,202602
100068001170000369,32,202604
100064219170000875,6000,202601
100060512170002447,62,
100006185170000845,3000,202512
100063793170000941,5,
100064113170000395,8,
100068003170000112,1,
100068004170000037,1000,202509
100064117170001660,2,
100063793170000931,8,
100063976170004422,22,202510
100063976170004430,44,
100006385170002572,9000,202512
100063972170000684,8,
100064207170000871,3000,202510
100060512170002423,73,
100068004170000113,2,
100006880170000952,1000,202602
100061972170001610,4000,
100064106170002480,20,
100061115170001425,49,202512
100059895170000381,1000,202512
100063733170000802,32,202602
100068005170000956,10000,202509
100061489170002349,38,
100006125170001609,19000,202509
100006335170000839,2000,202509
100064217170000703,6000,202510
100063750170000466,13,202604
100063707170001066,16,
100006055170000709,3000,
100059897170000451,8000,202509
100063793170000602,2000,202512
100064127170001420,38,202604
100061949170000776,4,
100059897170000784,8000,202510
100059897170000792,28,
100065284170000700,1000,202510
100006760170000881,14,202605
100006760170000889,9,
100059279170000195,8,
100006740170000922,19,202604
100063750170000512,18,202607
100064125170001048,7,202609
100006993170000147,4000,202509
100063815170000986,17,202512
100063982170001397,27,202601
100064241170000560,2000,202510
100060648170000692,4000,202509
100063653170000880,65,
100064194170000625,2,
100059895170000931,1,202606
100061489170002778,36000,
100061972170001163,19,
100067997170000362,4,
100064114170000773,11,
100006125170002570,5,202604
100006159170000879,9,
100061115170002155,19,
100067996170000681,8,
100068005170001546,7,
100063750170000476,10,202609
100069977170001147,5000,202509
100060639170002219,2000,202512
100064125170001024,1000,202601
100062954170000682,1000,
100068009170000123,6,202606
100006999170000283,12000,202512
100006500170001169,1,
100006185170000854,4,
100006997170000412,2,
100059897170001686,2,
100060697170000898,4,
100063795170000954,6,
100064113170000408,22,202509
100064217170001097,2,
100068009170000257,2000,202602
100064220170000080,17,202509
100007001170000468,10000,202510
100006485170000922,3000,202603
100006485170000914,11000,202510
100006280170001172,13000,202509
100059279170000074,12000,202510
100064127170001378,14000,202510
100068011170000157,4000,
100064230170000915,2000,202601
100059895170000429,1000,202601
100060639170002251,6000,202509
100061489170002595,2,
100064108170000692,9000,202510
100052806170000483,5,
100059897170000703,7000,202510
100059897170000711,40,202605
100059897170000719,49,202603
100059279170000179,19,202603
100006790170000269,2000,202603
100064111170000146,14,
100068011170000242,7,
100060934170000556,32,202601
100060934170000564,25,202607
100064106170001774,67,202602
100063734170001469,9000,202509
100059897170000906,12,
100061115170001607,42,202602
100064117170001265,33,202608
100006280170001354,24,
100006095170001153,1000,202601
100006120170001094,2,
100006385170002623,1000,202601
100063815170001156,2000,202509
100068011170000532,3,
100068126170000055,4000,202509
100068001170000502,1000,202512
100059895170000886,13,
100059897170000938,4,
100061115170001655,13,
100006335170001026,5000,202601
100063793170000659,28,
100063793170000667,10,
100064100170000714,7,
100064217170000832,7,
100064212170000674,3,
100052806170000500,13,202603
100063976170003700,52,202605
100063976170003724,4000,202511
100063976170003732,2000,202512
100063976170003740,9000,202509
100063976170003748,6,202601
100068018170000516,7000,202509
100007002170000382,8,
100063686170002347,48,
100064106170002389,54,
100006385170002564,11000,202510
100006317170001150,3,
100068016170000101,2000,202604
100006880170000957,15,202605
100006880170000965,4,
100059897170001674,12,
100060579170000880,3,
100061489170003775,51,
100061972170001619,11000,202510
100063707170001621,7,
100064127170001956,8,
100064240170000381,2,202606
100068016170000128,7,
100006301170000900,3000,202510
100060697170000890,6,
100063686170002412,7,
100063707170001631,10,
100063750170000629,4,
100064217170001094,1000,202604
100067969170000984,1000,202605
100068016170000129,5000,202511
100068018170000492,6,
100061115170002123,3,
100061115170002131,17,
100061115170002139,12000,202510
100063685170001616,20000,202509
100006260170001955,23,202609
100064219170001289,21,
100068125170000118,8000,202509
100068125170000126,2000,202601
100006280170001854,2000,202605
100060049170001254,7,
100063843170000812,13,
100064230170001482,15,
100068125170000150,10000,202508
100064114170000757,12,
100064114170000765,15,202605
100006125170001982,14000,202511
100069960170000618,5,
100068125170000134,17,202605
100068126170000039,1000,
100006385170002594,10,
100061972170001604,13,
100064106170002475,15,
100064152170000645,1,
100006480170001582,5000,202602
100006435170001022,7,
100061220170001522,11,
100063685170001676,13000,202511
100064206170000881,17,202603
100069827170000911,2,202602
100068125170000094,12,202606
100006435170000731,22,202603
100006760170000805,13000,202510
100006525170000572,3000,202511
100063707170001075,11,
100064217170000768,5000,202510
100064164170000343,13000,202509
100063755170000570,4000,202510
100059898170000090,1000,202601
100063685170001273,29,
100007003170000083,6,202605
100059895170000837,20,
100067962170000849,12,202607
100061489170002694,20000,202603
100006120170000833,10,202607
100063976170003676,92,202606
100063976170003684,97,202605
100064164170000402,7,
100006095170000875,9,
100006760170000625,13000,202508
100007003170000018,4000,202510
100061972170001022,6000,202510
100006335170000960,10,
100069960170000516,13,202510
100060512170001558,32000,202508
100006860170001050,5000,202512
100068005170001085,15,202609
100068018170000476,10,202604
100063976170003215,145,202511
100069960170000532,20,
